Round 1
Kenneth,vs,Pinkish
Round 2,,
TBD,vs,EMW,,,TBD,vs,TBD,,,TBD,vs,TBD
TBD,vs,TBD,,,TBD,vs,TBD,,,TBD,vs,TBD
TBD,vs,TBD,,,TBD,vs,TBD,,,,,
Round 3,,,,,,,,,,,,
TBD,vs,TBD,,,TBD,vs,TBD,,,TBD,vs,TBD
TBD,vs,TBD,,,,,,,,,,
Round 4,,,,,,,,,,,,
TBD,vs,TBD,,,TBD,vs,TBD,,,,,
Round 5,,,,,,,,,,,,
TBD,vs,TBD
